Place,Category,SubCategory,Year,Amount
Huesca,COLLECTIVE SAFETY,Others (Collective),2012,10
Huesca,COLLECTIVE SAFETY,Others (Collective),2011,8
Huesca,COLLECTIVE SAFETY,Others (Collective),2010,7
Huesca,COLLECTIVE SAFETY,Others (Collective),2021,6
Jaén,COLLECTIVE SAFETY,Others (Collective),2022,32
Jaén,COLLECTIVE SAFETY,Others (Collective),2020,29
Jaén,COLLECTIVE SAFETY,Others (Collective),2019,55
Jaén,COLLECTIVE SAFETY,Others (Collective),2018,24
Jaén,COLLECTIVE SAFETY,Others (Collective),2017,43
Jaén,COLLECTIVE SAFETY,Others (Collective),2016,27
Jaén,COLLECTIVE SAFETY,Others (Collective),2015,33
Jaén,COLLECTIVE SAFETY,Others (Collective),2014,26
Jaén,COLLECTIVE SAFETY,Others (Collective),2013,36
Jaén,COLLECTIVE SAFETY,Others (Collective),2012,51
Jaén,COLLECTIVE SAFETY,Others (Collective),2011,31
Jaén,COLLECTIVE SAFETY,Others (Collective),2010,76
Jaén,COLLECTIVE SAFETY,Others (Collective),2021,37
León,COLLECTIVE SAFETY,Others (Collective),2022,26
León,COLLECTIVE SAFETY,Others (Collective),2020,39
León,COLLECTIVE SAFETY,Others (Collective),2019,31
León,COLLECTIVE SAFETY,Others (Collective),2018,16
León,COLLECTIVE SAFETY,Others (Collective),2017,24
León,COLLECTIVE SAFETY,Others (Collective),2016,18
León,COLLECTIVE SAFETY,Others (Collective),2015,7
León,COLLECTIVE SAFETY,Others (Collective),2014,15
León,COLLECTIVE SAFETY,Others (Collective),2013,20
León,COLLECTIVE SAFETY,Others (Collective),2012,27
León,COLLECTIVE SAFETY,Others (Collective),2011,24
León,COLLECTIVE SAFETY,Others (Collective),2010,34
León,COLLECTIVE SAFETY,Others (Collective),2021,27
Lleida,COLLECTIVE SAFETY,Others (Collective),2022,11
Lleida,COLLECTIVE SAFETY,Others (Collective),2020,7
Lleida,COLLECTIVE SAFETY,Others (Collective),2019,20
Lleida,COLLECTIVE SAFETY,Others (Collective),2018,6
Lleida,COLLECTIVE SAFETY,Others (Collective),2017,3
Lleida,COLLECTIVE SAFETY,Others (Collective),2016,4
Lleida,COLLECTIVE SAFETY,Others (Collective),2015,2
Lleida,COLLECTIVE SAFETY,Others (Collective),2014,7
Lleida,COLLECTIVE SAFETY,Others (Collective),2013,4
Lleida,COLLECTIVE SAFETY,Others (Collective),2012,14
Lleida,COLLECTIVE SAFETY,Others (Collective),2011,8
Lleida,COLLECTIVE SAFETY,Others (Collective),2010,1
Lleida,COLLECTIVE SAFETY,Others (Collective),2021,11
Lugo,COLLECTIVE SAFETY,Others (Collective),2022,20
Lugo,COLLECTIVE SAFETY,Others (Collective),2020,12
Lugo,COLLECTIVE SAFETY,Others (Collective),2019,16
Lugo,COLLECTIVE SAFETY,Others (Collective),2018,10
Lugo,COLLECTIVE SAFETY,Others (Collective),2017,17
Lugo,COLLECTIVE SAFETY,Others (Collective),2016,8
Lugo,COLLECTIVE SAFETY,Others (Collective),2015,16
Lugo,COLLECTIVE SAFETY,Others (Collective),2014,10
Lugo,COLLECTIVE SAFETY,Others (Collective),2013,57
Lugo,COLLECTIVE SAFETY,Others (Collective),2012,50
Lugo,COLLECTIVE SAFETY,Others (Collective),2011,24
Lugo,COLLECTIVE SAFETY,Others (Collective),2010,35
Lugo,COLLECTIVE SAFETY,Others (Collective),2021,14
Madrid,COLLECTIVE SAFETY,Others (Collective),2022,231
Madrid,COLLECTIVE SAFETY,Others (Collective),2020,193
Madrid,COLLECTIVE SAFETY,Others (Collective),2019,246
Madrid,COLLECTIVE SAFETY,Others (Collective),2018,374
Madrid,COLLECTIVE SAFETY,Others (Collective),2017,256
Madrid,COLLECTIVE SAFETY,Others (Collective),2016,223
Madrid,COLLECTIVE SAFETY,Others (Collective),2015,267
Madrid,COLLECTIVE SAFETY,Others (Collective),2014,286
Madrid,COLLECTIVE SAFETY,Others (Collective),2013,265
Madrid,COLLECTIVE SAFETY,Others (Collective),2012,258
Madrid,COLLECTIVE SAFETY,Others (Collective),2011,254
Madrid,COLLECTIVE SAFETY,Others (Collective),2010,214
Madrid,COLLECTIVE SAFETY,Others (Collective),2021,202
Málaga,COLLECTIVE SAFETY,Others (Collective),2022,125
Málaga,COLLECTIVE SAFETY,Others (Collective),2020,93
Málaga,COLLECTIVE SAFETY,Others (Collective),2019,82
Málaga,COLLECTIVE SAFETY,Others (Collective),2018,54
Málaga,COLLECTIVE SAFETY,Others (Collective),2017,71
Málaga,COLLECTIVE SAFETY,Others (Collective),2016,62
Málaga,COLLECTIVE SAFETY,Others (Collective),2015,60
Málaga,COLLECTIVE SAFETY,Others (Collective),2014,84
Málaga,COLLECTIVE SAFETY,Others (Collective),2013,80
Málaga,COLLECTIVE SAFETY,Others (Collective),2012,93
Málaga,COLLECTIVE SAFETY,Others (Collective),2011,100
Málaga,COLLECTIVE SAFETY,Others (Collective),2010,156
Málaga,COLLECTIVE SAFETY,Others (Collective),2021,99
Melilla,COLLECTIVE SAFETY,Others (Collective),2022,2
Melilla,COLLECTIVE SAFETY,Others (Collective),2020,7
Melilla,COLLECTIVE SAFETY,Others (Collective),2019,18
Melilla,COLLECTIVE SAFETY,Others (Collective),2018,34
Melilla,COLLECTIVE SAFETY,Others (Collective),2017,32
Melilla,COLLECTIVE SAFETY,Others (Collective),2016,36
Melilla,COLLECTIVE SAFETY,Others (Collective),2015,36
Melilla,COLLECTIVE SAFETY,Others (Collective),2014,10
Melilla,COLLECTIVE SAFETY,Others (Collective),2013,15
Melilla,COLLECTIVE SAFETY,Others (Collective),2012,15
Melilla,COLLECTIVE SAFETY,Others (Collective),2011,12
Melilla,COLLECTIVE SAFETY,Others (Collective),2010,9
Melilla,COLLECTIVE SAFETY,Others (Collective),2021,11
Murcia,COLLECTIVE SAFETY,Others (Collective),2022,73
Murcia,COLLECTIVE SAFETY,Others (Collective),2020,54
Murcia,COLLECTIVE SAFETY,Others (Collective),2019,60
Murcia,COLLECTIVE SAFETY,Others (Collective),2018,72
Murcia,COLLECTIVE SAFETY,Others (Collective),2017,63
Murcia,COLLECTIVE SAFETY,Others (Collective),2016,67
Murcia,COLLECTIVE SAFETY,Others (Collective),2015,47
Murcia,COLLECTIVE SAFETY,Others (Collective),2014,40
Murcia,COLLECTIVE SAFETY,Others (Collective),2013,48
Murcia,COLLECTIVE SAFETY,Others (Collective),2012,42
Murcia,COLLECTIVE SAFETY,Others (Collective),2011,68
Murcia,COLLECTIVE SAFETY,Others (Collective),2010,64
Murcia,COLLECTIVE SAFETY,Others (Collective),2021,56
Navarra,COLLECTIVE SAFETY,Others (Collective),2022,63
Navarra,COLLECTIVE SAFETY,Others (Collective),2020,40
Navarra,COLLECTIVE SAFETY,Others (Collective),2019,55
Navarra,COLLECTIVE SAFETY,Others (Collective),2018,78
Navarra,COLLECTIVE SAFETY,Others (Collective),2017,42
Navarra,COLLECTIVE SAFETY,Others (Collective),2016,30
Navarra,COLLECTIVE SAFETY,Others (Collective),2015,53
Navarra,COLLECTIVE SAFETY,Others (Collective),2014,42
Navarra,COLLECTIVE SAFETY,Others (Collective),2013,21
Navarra,COLLECTIVE SAFETY,Others (Collective),2012,23
Navarra,COLLECTIVE SAFETY,Others (Collective),2011,23
Navarra,COLLECTIVE SAFETY,Others (Collective),2010,50
Navarra,COLLECTIVE SAFETY,Others (Collective),2021,36
Ourense,COLLECTIVE SAFETY,Others (Collective),2022,41
Ourense,COLLECTIVE SAFETY,Others (Collective),2020,47
Ourense,COLLECTIVE SAFETY,Others (Collective),2019,50
Ourense,COLLECTIVE SAFETY,Others (Collective),2018,36
Ourense,COLLECTIVE SAFETY,Others (Collective),2017,53
Ourense,COLLECTIVE SAFETY,Others (Collective),2016,33
Ourense,COLLECTIVE SAFETY,Others (Collective),2015,36
Ourense,COLLECTIVE SAFETY,Others (Collective),2014,24
Ourense,COLLECTIVE SAFETY,Others (Collective),2013,28
Ourense,COLLECTIVE SAFETY,Others (Collective),2012,41
Ourense,COLLECTIVE SAFETY,Others (Collective),2011,33
Ourense,COLLECTIVE SAFETY,Others (Collective),2010,21
Ourense,COLLECTIVE SAFETY,Others (Collective),2021,28
Palencia,COLLECTIVE SAFETY,Others (Collective),2022,13
Palencia,COLLECTIVE SAFETY,Others (Collective),2020,2
Palencia,COLLECTIVE SAFETY,Others (Collective),2019,3
Palencia,COLLECTIVE SAFETY,Others (Collective),2018,12
Palencia,COLLECTIVE SAFETY,Others (Collective),2017,6
Palencia,COLLECTIVE SAFETY,Others (Collective),2016,6
Palencia,COLLECTIVE SAFETY,Others (Collective),2015,4
Palencia,COLLECTIVE SAFETY,Others (Collective),2014,7
Palencia,COLLECTIVE SAFETY,Others (Collective),2013,5
Palencia,COLLECTIVE SAFETY,Others (Collective),2012,5
Palencia,COLLECTIVE SAFETY,Others (Collective),2011,3
Palencia,COLLECTIVE SAFETY,Others (Collective),2010,4
Palencia,COLLECTIVE SAFETY,Others (Collective),2021,6
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2022,68
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2020,46
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2019,34
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2018,62
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2017,57
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2016,51
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2015,69
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2014,64
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2013,66
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2012,67
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2011,56
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2010,76
Palmas (Las),COLLECTIVE SAFETY,Others (Collective),2021,41
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2022,50
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2020,26
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2019,27
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2018,29
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2017,43
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2016,61
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2015,45
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2014,33
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2013,84
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2012,56
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2011,58
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2010,88
Pontevedra,COLLECTIVE SAFETY,Others (Collective),2021,49
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2022,36
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2020,24
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2019,16
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2018,14
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2017,16
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2016,10
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2015,8
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2014,9
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2013,10
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2012,13
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2011,10
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2010,19
Rioja (La),COLLECTIVE SAFETY,Others (Collective),2021,45
Salamanca,COLLECTIVE SAFETY,Others (Collective),2022,7
Salamanca,COLLECTIVE SAFETY,Others (Collective),2020,3
Salamanca,COLLECTIVE SAFETY,Others (Collective),2019,11
Salamanca,COLLECTIVE SAFETY,Others (Collective),2018,9
Salamanca,COLLECTIVE SAFETY,Others (Collective),2017,6
Salamanca,COLLECTIVE SAFETY,Others (Collective),2016,6
Salamanca,COLLECTIVE SAFETY,Others (Collective),2015,20
Salamanca,COLLECTIVE SAFETY,Others (Collective),2014,14
Salamanca,COLLECTIVE SAFETY,Others (Collective),2013,4
Salamanca,COLLECTIVE SAFETY,Others (Collective),2012,8
Salamanca,COLLECTIVE SAFETY,Others (Collective),2011,9
Salamanca,COLLECTIVE SAFETY,Others (Collective),2010,9
Salamanca,COLLECTIVE SAFETY,Others (Collective),2021,6
Tenerife,COLLECTIVE SAFETY,Others (Collective),2022,38
Tenerife,COLLECTIVE SAFETY,Others (Collective),2020,30
Tenerife,COLLECTIVE SAFETY,Others (Collective),2019,23
Tenerife,COLLECTIVE SAFETY,Others (Collective),2018,24
Tenerife,COLLECTIVE SAFETY,Others (Collective),2017,21
Tenerife,COLLECTIVE SAFETY,Others (Collective),2016,14
Tenerife,COLLECTIVE SAFETY,Others (Collective),2015,13
Tenerife,COLLECTIVE SAFETY,Others (Collective),2014,38
Tenerife,COLLECTIVE SAFETY,Others (Collective),2013,35
Tenerife,COLLECTIVE SAFETY,Others (Collective),2012,40
Tenerife,COLLECTIVE SAFETY,Others (Collective),2011,35
Tenerife,COLLECTIVE SAFETY,Others (Collective),2010,45
Tenerife,COLLECTIVE SAFETY,Others (Collective),2021,30
Segovia,COLLECTIVE SAFETY,Others (Collective),2022,6
Segovia,COLLECTIVE SAFETY,Others (Collective),2020,6
Segovia,COLLECTIVE SAFETY,Others (Collective),2019,6
Segovia,COLLECTIVE SAFETY,Others (Collective),2018,9
Segovia,COLLECTIVE SAFETY,Others (Collective),2017,12
Segovia,COLLECTIVE SAFETY,Others (Collective),2016,2
Segovia,COLLECTIVE SAFETY,Others (Collective),2015,10
Segovia,COLLECTIVE SAFETY,Others (Collective),2014,7
Segovia,COLLECTIVE SAFETY,Others (Collective),2013,8
Segovia,COLLECTIVE SAFETY,Others (Collective),2012,9
Segovia,COLLECTIVE SAFETY,Others (Collective),2011,6
Segovia,COLLECTIVE SAFETY,Others (Collective),2010,8
Segovia,COLLECTIVE SAFETY,Others (Collective),2021,6
Sevilla,COLLECTIVE SAFETY,Others (Collective),2022,77
Sevilla,COLLECTIVE SAFETY,Others (Collective),2020,72
Sevilla,COLLECTIVE SAFETY,Others (Collective),2019,84
Sevilla,COLLECTIVE SAFETY,Others (Collective),2018,96
Sevilla,COLLECTIVE SAFETY,Others (Collective),2017,113
Sevilla,COLLECTIVE SAFETY,Others (Collective),2016,115
Sevilla,COLLECTIVE SAFETY,Others (Collective),2015,119
Sevilla,COLLECTIVE SAFETY,Others (Collective),2014,116
Sevilla,COLLECTIVE SAFETY,Others (Collective),2013,108
Sevilla,COLLECTIVE SAFETY,Others (Collective),2012,83
Sevilla,COLLECTIVE SAFETY,Others (Collective),2011,79
Sevilla,COLLECTIVE SAFETY,Others (Collective),2010,108
Sevilla,COLLECTIVE SAFETY,Others (Collective),2021,97
Soria,COLLECTIVE SAFETY,Others (Collective),2022,8
Soria,COLLECTIVE SAFETY,Others (Collective),2020,4
Soria,COLLECTIVE SAFETY,Others (Collective),2019,6
Soria,COLLECTIVE SAFETY,Others (Collective),2018,3
Soria,COLLECTIVE SAFETY,Others (Collective),2017,5
Soria,COLLECTIVE SAFETY,Others (Collective),2016,5
Soria,COLLECTIVE SAFETY,Others (Collective),2015,3
Soria,COLLECTIVE SAFETY,Others (Collective),2014,7
Soria,COLLECTIVE SAFETY,Others (Collective),2013,3
Soria,COLLECTIVE SAFETY,Others (Collective),2012,4
Soria,COLLECTIVE SAFETY,Others (Collective),2011,3
Soria,COLLECTIVE SAFETY,Others (Collective),2010,2
Soria,COLLECTIVE SAFETY,Others (Collective),2021,4
Tarragona,COLLECTIVE SAFETY,Others (Collective),2022,34
Tarragona,COLLECTIVE SAFETY,Others (Collective),2020,22
Tarragona,COLLECTIVE SAFETY,Others (Collective),2019,31
Tarragona,COLLECTIVE SAFETY,Others (Collective),2018,24
Tarragona,COLLECTIVE SAFETY,Others (Collective),2017,36
Tarragona,COLLECTIVE SAFETY,Others (Collective),2016,27
Tarragona,COLLECTIVE SAFETY,Others (Collective),2015,38
Tarragona,COLLECTIVE SAFETY,Others (Collective),2014,23
Tarragona,COLLECTIVE SAFETY,Others (Collective),2013,16
Tarragona,COLLECTIVE SAFETY,Others (Collective),2012,43
Tarragona,COLLECTIVE SAFETY,Others (Collective),2011,37
Tarragona,COLLECTIVE SAFETY,Others (Collective),2010,34
Tarragona,COLLECTIVE SAFETY,Others (Collective),2021,27
Teruel,COLLECTIVE SAFETY,Others (Collective),2022,4
Teruel,COLLECTIVE SAFETY,Others (Collective),2020,2
Teruel,COLLECTIVE SAFETY,Others (Collective),2019,3
Teruel,COLLECTIVE SAFETY,Others (Collective),2018,0
Teruel,COLLECTIVE SAFETY,Others (Collective),2017,1
Teruel,COLLECTIVE SAFETY,Others (Collective),2016,7
Teruel,COLLECTIVE SAFETY,Others (Collective),2015,4
Teruel,COLLECTIVE SAFETY,Others (Collective),2014,12
Teruel,COLLECTIVE SAFETY,Others (Collective),2013,5
Teruel,COLLECTIVE SAFETY,Others (Collective),2012,4
Teruel,COLLECTIVE SAFETY,Others (Collective),2011,7
Teruel,COLLECTIVE SAFETY,Others (Collective),2010,1
Teruel,COLLECTIVE SAFETY,Others (Collective),2021,1
Toledo,COLLECTIVE SAFETY,Others (Collective),2022,23
Toledo,COLLECTIVE SAFETY,Others (Collective),2020,27
Toledo,COLLECTIVE SAFETY,Others (Collective),2019,25
Toledo,COLLECTIVE SAFETY,Others (Collective),2018,26
Toledo,COLLECTIVE SAFETY,Others (Collective),2017,17
Toledo,COLLECTIVE SAFETY,Others (Collective),2016,17
Toledo,COLLECTIVE SAFETY,Others (Collective),2015,22
Toledo,COLLECTIVE SAFETY,Others (Collective),2014,23
Toledo,COLLECTIVE SAFETY,Others (Collective),2013,28
Toledo,COLLECTIVE SAFETY,Others (Collective),2012,25
Toledo,COLLECTIVE SAFETY,Others (Collective),2011,16
Toledo,COLLECTIVE SAFETY,Others (Collective),2010,34
Toledo,COLLECTIVE SAFETY,Others (Collective),2021,18
Valencia,COLLECTIVE SAFETY,Others (Collective),2022,173
Valencia,COLLECTIVE SAFETY,Others (Collective),2020,157
Valencia,COLLECTIVE SAFETY,Others (Collective),2019,147
Valencia,COLLECTIVE SAFETY,Others (Collective),2018,180
Valencia,COLLECTIVE SAFETY,Others (Collective),2017,127
Valencia,COLLECTIVE SAFETY,Others (Collective),2016,173
Valencia,COLLECTIVE SAFETY,Others (Collective),2015,207
Valencia,COLLECTIVE SAFETY,Others (Collective),2014,196
Valencia,COLLECTIVE SAFETY,Others (Collective),2013,210
Valencia,COLLECTIVE SAFETY,Others (Collective),2012,361
Valencia,COLLECTIVE SAFETY,Others (Collective),2011,313
Valencia,COLLECTIVE SAFETY,Others (Collective),2010,274
Valencia,COLLECTIVE SAFETY,Others (Collective),2021,173
Valladolid,COLLECTIVE SAFETY,Others (Collective),2022,18
Valladolid,COLLECTIVE SAFETY,Others (Collective),2020,4
Valladolid,COLLECTIVE SAFETY,Others (Collective),2019,9
Valladolid,COLLECTIVE SAFETY,Others (Collective),2018,14
Valladolid,COLLECTIVE SAFETY,Others (Collective),2017,13
Valladolid,COLLECTIVE SAFETY,Others (Collective),2016,12
Valladolid,COLLECTIVE SAFETY,Others (Collective),2015,6
Valladolid,COLLECTIVE SAFETY,Others (Collective),2014,3
Valladolid,COLLECTIVE SAFETY,Others (Collective),2013,8
Valladolid,COLLECTIVE SAFETY,Others (Collective),2012,8
Valladolid,COLLECTIVE SAFETY,Others (Collective),2011,8
Valladolid,COLLECTIVE SAFETY,Others (Collective),2010,22
Valladolid,COLLECTIVE SAFETY,Others (Collective),2021,14
Zamora,COLLECTIVE SAFETY,Others (Collective),2022,22
Zamora,COLLECTIVE SAFETY,Others (Collective),2020,13
Zamora,COLLECTIVE SAFETY,Others (Collective),2019,9
Zamora,COLLECTIVE SAFETY,Others (Collective),2018,11
Zamora,COLLECTIVE SAFETY,Others (Collective),2017,11
Zamora,COLLECTIVE SAFETY,Others (Collective),2016,8
Zamora,COLLECTIVE SAFETY,Others (Collective),2015,12
Zamora,COLLECTIVE SAFETY,Others (Collective),2014,5
Zamora,COLLECTIVE SAFETY,Others (Collective),2013,5
Zamora,COLLECTIVE SAFETY,Others (Collective),2012,11
Zamora,COLLECTIVE SAFETY,Others (Collective),2011,7
Zamora,COLLECTIVE SAFETY,Others (Collective),2010,31
Zamora,COLLECTIVE SAFETY,Others (Collective),2021,14
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2022,34
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2020,21
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2019,32
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2018,49
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2017,53
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2016,59
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2015,66
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2014,112
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2013,67
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2012,142
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2011,148
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2010,154
Zaragoza,COLLECTIVE SAFETY,Others (Collective),2021,21
Albacete,COLLECTIVE SAFETY,Others (Collective),2021,31
Albacete,FAMILY RELATIONS,,2021,60
Albacete,FAMILY RELATIONS,,2022,76
Albacete,FAMILY RELATIONS,,2020,63
Albacete,FAMILY RELATIONS,,2019,74
Albacete,FAMILY RELATIONS,,2018,63
Albacete,FAMILY RELATIONS,,2017,75
Albacete,FAMILY RELATIONS,,2016,77
Albacete,FAMILY RELATIONS,,2015,87
Albacete,FAMILY RELATIONS,,2014,86
Albacete,FAMILY RELATIONS,,2013,121
Albacete,FAMILY RELATIONS,,2012,85
Albacete,FAMILY RELATIONS,,2011,72
Albacete,FAMILY RELATIONS,,2010,66
Alicante,FAMILY RELATIONS,,2021,407
Alicante,FAMILY RELATIONS,,2022,434
Alicante,FAMILY RELATIONS,,2020,343
Alicante,FAMILY RELATIONS,,2019,410
Alicante,FAMILY RELATIONS,,2018,389
Alicante,FAMILY RELATIONS,,2017,434
Alicante,FAMILY RELATIONS,,2016,391
Alicante,FAMILY RELATIONS,,2015,441
Alicante,FAMILY RELATIONS,,2014,509
Alicante,FAMILY RELATIONS,,2013,476
Alicante,FAMILY RELATIONS,,2012,515
Alicante,FAMILY RELATIONS,,2011,468
Alicante,FAMILY RELATIONS,,2010,405
Almería,FAMILY RELATIONS,,2021,204
Almería,FAMILY RELATIONS,,2022,241
Almería,FAMILY RELATIONS,,2020,183
Almería,FAMILY RELATIONS,,2019,216
Almería,FAMILY RELATIONS,,2018,252
Almería,FAMILY RELATIONS,,2017,255
Almería,FAMILY RELATIONS,,2016,297
Almería,FAMILY RELATIONS,,2015,275
Almería,FAMILY RELATIONS,,2014,292
Almería,FAMILY RELATIONS,,2013,295
Almería,FAMILY RELATIONS,,2012,354
Almería,FAMILY RELATIONS,,2011,292
Almería,FAMILY RELATIONS,,2010,232
Araba,FAMILY RELATIONS,,2021,23
Araba,FAMILY RELATIONS,,2022,24
Araba,FAMILY RELATIONS,,2020,16
Araba,FAMILY RELATIONS,,2019,25
Araba,FAMILY RELATIONS,,2018,28
Araba,FAMILY RELATIONS,,2017,24
Araba,FAMILY RELATIONS,,2016,26
Araba,FAMILY RELATIONS,,2015,29
Araba,FAMILY RELATIONS,,2014,41
Araba,FAMILY RELATIONS,,2013,49
Araba,FAMILY RELATIONS,,2012,22
Araba,FAMILY RELATIONS,,2011,24
Araba,FAMILY RELATIONS,,2010,13
Asturias,FAMILY RELATIONS,,2021,91
Asturias,FAMILY RELATIONS,,2022,69
Asturias,FAMILY RELATIONS,,2020,78
Asturias,FAMILY RELATIONS,,2019,99
Asturias,FAMILY RELATIONS,,2018,104
Asturias,FAMILY RELATIONS,,2017,117
